iteration,time,component,value
0,0.0,1,0.08
0,0.0,2,18.0
0,0.0,3,15.0
0,0.0,4,-0.5
0,0.0,5,0.0
0,0.0,6,0.0
0,0.003992,1,0.078004
0,0.003992,2,18.0
0,0.003992,3,15.0
0,0.003992,4,-2.275321693340068
0,0.003992,5,-107.20177177865764
0,0.003992,6,-48.84201117150227
0,0.007968,1,0.0689573209472799
0,0.007968,2,17.573765755408058
0,0.007968,3,14.805804163582106
0,0.007968,4,-2.552431098327136
0,0.007968,5,6.187560346477838
0,0.007968,6,-81.2977376603874
0,0.011928,1,0.05884969379790444
0,0.011928,2,17.59826849438011
0,0.011928,3,14.483865122446971
0,0.011928,4,-2.356563747495202
0,0.011928,5,99.08880820258719
0,0.011928,6,-112.3410895333529
0,0.015872,1,0.049555406377783356
0,0.015872,2,17.989074753931114
0,0.015872,3,14.040791865327428
0,0.015872,4,-1.756341525146937
0,0.015872,5,-78.67288056650175
0,0.015872,6,-140.8960544445607
0,0.0198,1,0.042656496867006184
0,0.0198,2,17.680047679065893
0,0.0198,3,13.487352163469193
0,0.0198,4,-0.7868431707756001
0,0.0198,5,-232.46565474743852
0,0.0198,6,-164.07710874667197
0,0.023712,1,0.03957836638293204
0,0.023712,2,16.770642037693914
0,0.023712,3,12.845482514052213
0,0.023712,4,-0.14534780595743502
0,0.023712,5,-584.4715200219417
0,0.023712,6,-179.3875702083885
0,0.027608,1,0.03901209133092187
0,0.027608,2,14.493540995688429
0,0.027608,3,12.146588540520332
0,0.027608,4,-0.0652602544962296
0,0.027608,5,-526.4222717544793
0,0.027608,6,-185.16682255428563
0,0.031488,1,0.0387588815434765
0,0.031488,2,12.451022581281048
0,0.031488,3,11.428141269009704
0,0.031488,4,-0.8064473955610554
0,0.031488,5,-439.5373428781494
0,0.031488,6,-182.3894538476047
0,0.035351999999999995,1,0.03564276880702859
0,0.035351999999999995,2,10.752650288399883
0,0.035351999999999995,3,10.72338841934256
0,0.035351999999999995,4,-1.3165570883327828
0,0.035351999999999995,5,-429.35986329565617
0,0.035351999999999995,6,-173.9726966368726
0,0.0392,1,0.030576657131124035
0,0.0392,2,9.100473534438196
0,0.0392,3,10.053941482683873
0,0.0392,4,-1.4616103895004806
0,0.0392,5,-266.6187972654677
0,0.0392,6,-164.6273789194056
0,0.043031999999999994,1,0.0249757661185582
0,0.043031999999999994,2,8.078790303316925
0,0.043031999999999994,3,9.423089366664712
0,0.043031999999999994,4,-1.3888483829344533
0,0.043031999999999994,5,-307.2860231932394
0,0.043031999999999994,6,-156.3899073971334
0,0.046848,1,0.01967592068928032
0,0.046848,2,6.9061868388115215
0,0.046848,3,8.82630548003725
0,0.046848,4,-1.1821284983015365
0,0.046848,5,-36.276754263335874
0,0.046848,6,-149.24113225106538
0,0.050648,1,0.015183832395734485
0,0.050648,2,6.768335172610845
0,0.050648,3,8.259189177483202
0,0.050648,4,-0.9590675242412434
0,0.050648,5,-347.1058950498089
0,0.050648,6,-142.54592721202937
0,0.054432,1,0.011554720884005616
0,0.054432,2,5.4548864657423675
0,0.054432,3,7.719795388912883
0,0.054432,4,-0.7164963632636637
0,0.054432,5,-235.36959494942133
0,0.054432,6,-135.66847868361407
0,0.058199999999999995,1,0.008854962587228135
0,0.058199999999999995,2,4.56801383197295
0,0.058199999999999995,3,7.208596561233026
0,0.058199999999999995,4,-0.5526784103095739
0,0.058199999999999995,5,-378.53795845116053
0,0.058199999999999995,6,-128.2964325823122
0,0.061952,1,0.0067813131917466105
0,0.061952,2,3.1477394118641935
0,0.061952,3,6.72722834618419
0,0.061952,4,-0.42229514097170157
0,0.061952,5,-127.40597265002144
0,0.061952,6,-120.3051681453178
0,0.065688,1,0.005203618545076335
0,0.065688,2,2.671750698043714
0,0.065688,3,6.277768237993283
0,0.065688,4,-0.3318277366582852
0,0.065688,5,-86.35940810788877
0,0.065688,6,-111.84892268270825
0,0.069408,1,0.003969219364707514
0,0.069408,2,2.3504936998823673
0,0.069408,3,5.861690245613608
0,0.069408,4,-0.2507785878579358
0,0.069408,5,-277.2507135912782
0,0.069408,6,-103.13677761187708
0,0.073112,1,0.0030403354752817197
0,0.073112,2,1.323557056740273
0,0.073112,3,5.479671621339215
0,0.073112,4,-0.18289788804838358
0,0.073112,5,-26.935090546771704
0,0.073112,6,-94.40029837967283
0,0.0768,1,0.0023658080641592817
0,0.0768,2,1.224220442803779
0,0.0768,3,5.131523320914982
0,0.0768,4,-0.13988241049474132
0,0.0768,5,-50.379666741736045
0,0.0768,6,-85.81606556046212
0,0.080472,1,0.0018521598528225902
0,0.080472,2,1.039226306528124
0,0.080472,3,4.816406728176965
0,0.080472,4,-0.100874595611424
0,0.080472,5,6.33540477750492
0,0.080472,6,-77.52085160583287
0,0.084128,1,0.0014833623312672248
0,0.084128,2,1.0623885463946818
0,0.084128,3,4.53299049470604
0,0.084128,4,-0.07004524068768933
0,0.084128,5,16.609250573491202
0,0.084128,6,-69.63617150516366
0,0.087768,1,0.0012283976551640354
0,0.087768,2,1.12284621848219
0,0.087768,3,4.279514830427244
0,0.087768,4,-0.04377128049611667
